Rarity,Set Name,Card Type,Pokemon Name,Market Price
Holo Rare,Aquapolis,Pokemon,Exeggutor,75.0
Holo Rare,Skyridge,Pokemon,Vaporeon,74.99
Ultra Rare,Deoxys,Pokemon,Salamence,74.99
Ultra Rare,Plasma Freeze,Pokemon,Latias,74.61
Secret Rare,SM - Unified Minds,Pokemon,Dragonite,74.59
Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Mewtwo,74.55
Ultra Rare,Unseen Forces,Pokemon,Politoed,74.5
Shiny Holo Rare,Call of Legends,Pokemon,Ho-Oh,74.3
Ultra Rare,Ruby and Sapphire,Pokemon,Scyther,74.26
Ultra Rare,Undaunted,Pokemon,Rayquaza,74.24
Ultra Rare,Crystal Guardians,Pokemon,Sceptile,74.2
Ultra Rare,SM - Team Up,Pokemon,Gengar,73.82
Promo,Miscellaneous Cards & Products,Pokemon,Charizard,73.61
Shiny Holo Rare,Call of Legends,Pokemon,Palkia,73.37
Ultra Rare,Dragon Frontiers,Pokemon,Tyranitar,73.0
Ultra Rare,SM - Team Up,Pokemon,Magikarp,72.95
Promo,SM Promos,Pokemon,Charizard,72.77
Holo Rare,Fossil,Pokemon,Dragonite,72.58
Shiny Holo Rare,Shining Legends,Pokemon,Mew,72.5
Holo Rare,Legendary Collection,Pokemon,Dragonite,72.5
Secret Rare,Dragons Exalted,Pokemon,Krookodile,72.48
Ultra Rare,XY - Flashfire,Pokemon,Charizard,72.37
Rare,Skyridge,Pokemon,Gyarados,72.0
Promo,SM Promos,Pokemon,Oranguru,71.72
Ultra Rare,Dragon Frontiers,Pokemon,Salamence,71.66
Holo Rare,Gym Heroes,Pokemon,Moltres,71.27
Holo Rare,Gym Heroes,Pokemon,Gengar,71.04
Ultra Rare,Crystal Guardians,Pokemon,Groudon,70.96
Ultra Rare,Stormfront,Pokemon,Raichu,70.64
Holo Rare,Gym Challenge,Pokemon,Zapdos,70.4
Holo Rare,Expedition,Pokemon,Arbok,70.21
Promo,Miscellaneous Cards & Products,Pokemon,Charmander,70.05
Promo,League & Championship Cards,Pokemon,Not found,70.0
Holo Rare,Aquapolis,Pokemon,Muk,69.99
Ultra Rare,Great Encounters,Pokemon,Dialga,69.99
Holo Rare,Emerald,Pokemon,Rayquaza,69.98
Ultra Rare,Hidden Legends,Pokemon,Registeel,69.69
Ultra Rare,Double Crisis,Pokemon,Kyogre,69.64
Ultra Rare,Unseen Forces,Pokemon,Blissey,69.39
Holo Rare,Neo Destiny,Pokemon,Ampharos,69.1
Ultra Rare,Plasma Blast,Pokemon,Not found,68.59
Holo Rare,Jungle,Pokemon,Flareon,68.13
Holo Rare,Legendary Collection,Pokemon,Alakazam,68.0
Promo,Alternate Art Promos,Pokemon,Rayquaza,67.87
Ultra Rare,Supreme Victors,Pokemon,Blaziken,67.62
Holo Rare,Deoxys,Pokemon,Jirachi,67.47
Promo,SM Promos,Pokemon,Lucario,67.39
Ultra Rare,Dark Explorers,Pokemon,Raikou,67.3
Holo Rare,Legendary Collection,Pokemon,Jolteon,67.13
Holo Rare,Aquapolis,Pokemon,Vileplume,67.04
Secret Rare,Plasma Blast,Pokemon,Dusknoir,66.99
Holo Rare,Neo Genesis,Pokemon,Feraligatr,66.92
Holo Rare,Legendary Collection,Pokemon,Gengar,66.64
Secret Rare,SM - Team Up,Pokemon,Eevee,66.58
Ultra Rare,SWSH04: Vivid Voltage,Pokemon,Pikachu,66.2
Secret Rare,SM - Cosmic Eclipse,Pokemon,Blastoise,66.11
Rare,Base Set (Shadowless),Pokemon,Dragonair,66.0
Holo Rare,Aquapolis,Pokemon,Ariados,65.8
Secret Rare,SM - Ultra Prism,Pokemon,Solgaleo,65.79
Promo,SM Promos,Pokemon,Raikou,65.78
Holo Rare,Gym Challenge,Pokemon,Gyarados,65.68
Holo Rare,Gym Challenge,Pokemon,Arcanine,65.67
Promo,XY Promos,Pokemon,Pikachu,65.6
Secret Rare,SM - Lost Thunder,Pokemon,Tyranitar,65.58
Ultra Rare,Triumphant,Pokemon,Mew,65.34
Secret Rare,Stormfront,Pokemon,Charmander,65.33
Promo,League & Championship Cards,Pokemon,Mew,64.99
Holo Rare,Neo Revelation,Pokemon,Celebi,64.99
Ultra Rare,Next Destinies,Pokemon,Regigigas,64.95
Ultra Rare,Emerald,Pokemon,Cacturne,64.78
Ultra Rare,Emerald,Pokemon,Medicham,64.74
Ultra Rare,Generations,Pokemon,Charizard,64.7
Promo,League & Championship Cards,Pokemon,Umbreon,64.66
Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Leafeon,64.59
Holo Rare,Expedition,Pokemon,Ampharos,64.33
Ultra Rare,XY - Phantom Forces,Pokemon,Gengar,64.32
Ultra Rare,XY - Ancient Origins,Pokemon,Groudon,64.02
Promo,League & Championship Cards,Pokemon,Greninja,64.0
Ultra Rare,SM - Lost Thunder,Pokemon,Lugia,63.28
Holo Rare,Delta Species,Pokemon,Umbreon,63.14
Ultra Rare,Triumphant,Pokemon,Gengar,63.03
Ultra Rare,Dragon Frontiers,Pokemon,Latios,62.76
Secret Rare,FireRed & LeafGreen,Pokemon,Charmander,62.5
Holo Rare,Gym Challenge,Pokemon,Gyarados,62.46
Holo Rare,Legendary Collection,Pokemon,Zapdos,62.37
Promo,Best of Promos,Pokemon,Venusaur,62.29
Holo Rare,Neo Destiny,Pokemon,Porygon,61.99
Ultra Rare,Unleashed,Pokemon,Raikou,61.95
Holo Rare,Expedition,Pokemon,Cloyster,61.58
Ultra Rare,Noble Victories,Pokemon,Not found,61.37
Holo Rare,Legendary Collection,Pokemon,Raichu,61.33
Promo,SM Promos,Pokemon,Shiinotic,61.27
Holo Rare,Expedition,Pokemon,Clefable,61.21
Ultra Rare,Hidden Legends,Pokemon,Regirock,60.9
Holo Rare,HeartGold SoulSilver,Pokemon,Gyarados,60.67
Ultra Rare,Sandstorm,Pokemon,Aggron,60.55
Secret Rare,SM - Cosmic Eclipse,Pokemon,Reshiram,60.53
Secret Rare,Team Rocket,Pokemon,Raichu,60.47
Ultra Rare,Hidden Legends,Pokemon,Regice,60.35
Secret Rare,SWSH01: Sword & Shield Base Set,Pokemon,Zacian,60.33
Holo Rare,Neo Genesis,Pokemon,Pichu,60.28
Ultra Rare,Dragon Frontiers,Pokemon,Altaria,60.21
Ultra Rare,Sandstorm,Pokemon,Wailord,60.18
Ultra Rare,Emerald,Pokemon,Regirock,60.16
Secret Rare,SM - Cosmic Eclipse,Pokemon,Pikachu,60.04
Ultra Rare,Unseen Forces,Pokemon,Tyranitar,60.0
Promo,Kids WB Promos,Pokemon,Wurmple,60.0
Secret Rare,Skyridge,Pokemon,Kabuto,60.0
Holo Rare,Team Rocket Returns,Pokemon,Steelix,60.0
Rare,POP Series 5,Pokemon,Mew,60.0
Holo Rare,Skyridge,Pokemon,Piloswine,59.99
Promo,Jumbo Cards,Pokemon,Kyogre,59.98
Promo,Southern Islands,Pokemon,Togepi,59.93
Holo Rare,Deck Exclusives,Pokemon,Machamp,59.75
Secret Rare,Dragons Exalted,Pokemon,Reuniclus,59.55
Holo Rare,Aquapolis,Pokemon,Lanturn,59.33
Secret Rare,SM - Guardians Rising,Pokemon,Sylveon,59.17
Holo Rare,Delta Species,Pokemon,Espeon,58.99
Ultra Rare,Undaunted,Pokemon,Umbreon,58.93
Holo Rare,Holon Phantoms,Pokemon,Mew,58.88
Ultra Rare,Double Crisis,Pokemon,Groudon,58.68
Secret Rare,SM - Ultra Prism,Pokemon,Lunala,58.63
Shiny Holo Rare,Shining Legends,Pokemon,Rayquaza,58.25
Secret Rare,SM - Forbidden Light,Pokemon,Lucario,58.17
Holo Rare,Arceus,Pokemon,Charizard,57.92
Promo,SM Promos,Pokemon,Mewtwo,57.83
Ultra Rare,Dragon,Pokemon,Latios,57.78
Holo Rare,Base Set (Shadowless),Pokemon,Nidoking,57.6
Ultra Rare,Rising Rivals,Pokemon,Infernape,57.5
Holo Rare,Legendary Collection,Pokemon,Articuno,57.5
Ultra Rare,Hidden Legends,Pokemon,Vileplume,57.3
Holo Rare,Base Set (Shadowless),Pokemon,Magneton,57.3
Ultra Rare,Unleashed,Pokemon,Raikou,57.26
Ultra Rare,Crystal Guardians,Pokemon,Aggron,57.24
Secret Rare,Black and White,Pokemon,Pikachu,57.06
Rare,Aquapolis,Pokemon,Scizor,56.93
Ultra Rare,Sandstorm,Pokemon,Gardevoir,56.79
Holo Rare,Neo Destiny,Pokemon,Typhlosion,56.71
Holo Rare,Base Set (Shadowless),Pokemon,Chansey,56.68
Promo,Diamond and Pearl Promos,Pokemon,Lucario,56.66
Holo Rare,Aquapolis,Pokemon,Azumarill,56.5
Holo Rare,Diamond and Pearl Promos,Pokemon,Rayquaza,55.99
Ultra Rare,Boundaries Crossed,Pokemon,Kyurem,55.98
Ultra Rare,Crystal Guardians,Pokemon,Kyogre,55.87
Holo Rare,Expedition,Pokemon,Butterfree,55.5
Promo,WoTC Promo,Pokemon,Snorlax,55.31
Promo,WoTC Promo,Pokemon,Mew,55.28
Promo,SM Promos,Pokemon,Lycanroc,55.26
Promo,Nintendo Promos,Pokemon,Pichu,55.02
Ultra Rare,Majestic Dawn,Pokemon,Garchomp,55.0
Promo,League & Championship Cards,Pokemon,Poliwhirl,54.99
Ultra Rare,Undaunted,Pokemon,Rayquaza,54.77
Holo Rare,Jungle,Pokemon,Snorlax,54.77
Rare,Aquapolis,Pokemon,Arcanine,54.74
Ultra Rare,Supreme Victors,Pokemon,Rayquaza,54.58
Promo,League & Championship Cards,Pokemon,Salamence,54.54
Secret Rare,SWSH05: Battle Styles,Pokemon,Urshifu,54.35
Ultra Rare,Diamond and Pearl,Pokemon,Infernape,54.14
Ultra Rare,Dragons Exalted,Pokemon,Ho-Oh,54.05
Secret Rare,Delta Species,Pokemon,Azumarill,54.01
Ultra Rare,Deoxys,Pokemon,Deoxys,54.0
Holo Rare,Neo Genesis,Pokemon,Feraligatr,53.96
Promo,XY Promos,Pokemon,Charizard,53.95
Holo Rare,Crystal Guardians,Pokemon,Blastoise,53.92
Secret Rare,SM - Crimson Invasion,Pokemon,Gyarados,53.8
Holo Rare,Expedition,Pokemon,Rapidash,53.53
Promo,Best of Promos,Pokemon,Hitmonchan,53.49
Ultra Rare,Rising Rivals,Pokemon,Alakazam,53.47
Holo Rare,Legendary Treasures,Pokemon,Charizard,53.46
Holo Rare,Expedition,Pokemon,Weezing,53.32
Promo,WoTC Promo,Pokemon,Aerodactyl,53.31
Ultra Rare,Dragon,Pokemon,Ampharos,53.23
Promo,Southern Islands,Pokemon,Slowking,53.21
Secret Rare,Boundaries Crossed,Pokemon,Altaria,53.17
Shiny Holo Rare,Stormfront,Pokemon,Voltorb,53.05
Holo Rare,Gym Heroes,Pokemon,Scyther,52.96
Promo,SM Promos,Pokemon,Tapu Lele,52.93
Ultra Rare,Hidden Legends,Pokemon,Groudon,52.81
Ultra Rare,Undaunted,Pokemon,Espeon,52.75
Ultra Rare,FireRed & LeafGreen,Pokemon,Mr. Mime,52.73
Secret Rare,SM - Team Up,Pokemon,Venusaur,52.69
Ultra Rare,Power Keepers,Pokemon,Flygon,52.49
Secret Rare,Stormfront,Pokemon,Charmeleon,52.42
Ultra Rare,Sandstorm,Pokemon,Kabuto,52.3
Holo Rare,Neo Destiny,Pokemon,Crobat,52.16
Common,Skyridge,Pokemon,Pikachu,51.99
Ultra Rare,Rising Rivals,Pokemon,Hippowdon,51.98
Ultra Rare,XY - Ancient Origins,Pokemon,Kyogre,51.86
Ultra Rare,FireRed & LeafGreen,Pokemon,Mr. Mime,51.75
Ultra Rare,XY - Evolutions,Pokemon,Charizard,51.71
Holo Rare,Dragon,Pokemon,Salamence,51.66
Secret Rare,Shining Legends,Pokemon,Raichu,51.53
Promo,Miscellaneous Cards & Products,Pokemon,Lugia,51.49
Ultra Rare,Deoxys,Pokemon,Hariyama,51.44
Secret Rare,SM - Unified Minds,Pokemon,Psyduck,51.36
Holo Rare,Blister Exclusives,Pokemon,Charizard,51.23
Holo Rare,Legendary Collection,Pokemon,Vaporeon,51.19
Secret Rare,Boundaries Crossed,Pokemon,Golurk,51.17
Holo Rare,Nintendo Promos,Pokemon,Rayquaza,51.04
Holo Rare,Team Rocket Returns,Pokemon,Ampharos,50.99
Ultra Rare,Plasma Blast,Pokemon,Palkia,50.98
Promo,Miscellaneous Cards & Products,Pokemon,Charizard,50.97
Secret Rare,Plasma Freeze,Pokemon,Garbodor,50.95
Promo,XY Promos,Pokemon,Venusaur,50.66
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Kangaskhan,50.66
Rare Ace,Boundaries Crossed,Pokemon,Not found,50.58
Ultra Rare,XY Base Set,Pokemon,Blastoise,50.52
Ultra Rare,Plasma Freeze,Pokemon,Deoxys,50.51
Ultra Rare,Holon Phantoms,Pokemon,Mightyena,50.49
Ultra Rare,XY Base Set,Pokemon,Venusaur,50.43
Secret Rare,Team Magma vs Team Aqua,Pokemon,Jirachi,50.41
Ultra Rare,Plasma Storm,Pokemon,Articuno,50.27
Ultra Rare,Next Destinies,Pokemon,Zekrom,50.2
Secret Rare,Dragons Exalted,Pokemon,Serperior,50.15
Holo Rare,Expedition,Pokemon,Skarmory,50.0
Promo,Rumble,Pokemon,Gyarados,50.0
Promo,Jumbo Cards,Pokemon,Pikachu,50.0
Promo,Rumble,Pokemon,Mewtwo,50.0
Holo Rare,Dragon,Pokemon,Plusle,49.99
Rare,Black and White Promos,Pokemon,Genesect,49.99
Holo Rare,HGSS Promos,Pokemon,Lapras,49.99
Promo,Black and White Promos,Pokemon,Darmanitan,49.99
Promo,Nintendo Promos,Pokemon,Salamence,49.99
Rare,POP Series 4,Pokemon,Mew,49.99
Promo,HGSS Promos,Pokemon,Blastoise,49.95
Ultra Rare,Hidden Legends,Pokemon,Wigglytuff,49.87
Secret Rare,Emerald,Pokemon,Farfetch'd,49.85
Ultra Rare,Legend Maker,Pokemon,Flygon,49.75
Promo,SM Promos,Pokemon,Heatran,49.73
Holo Rare,Legendary Collection,Pokemon,Slowbro,49.66
Ultra Rare,Legend Maker,Pokemon,Walrein,49.49
Promo,SM Promos,Pokemon,Charizard,49.47
Ultra Rare,Supreme Victors,Pokemon,Garchomp,49.4
Holo Rare,Aquapolis,Pokemon,Blissey,49.32
Holo Rare,Jungle,Pokemon,Jolteon,49.29
Ultra Rare,Unleashed,Pokemon,Raikou,49.28
Secret Rare,Rising Rivals,Pokemon,Pikachu,49.15
Holo Rare,Aquapolis,Pokemon,Electrode,49.14
Ultra Rare,Legendary Treasures: Radiant Collection,Pokemon,Mew,49.0
Holo Rare,Neo Genesis,Pokemon,Meganium,49.0
Holo Rare,Dragon,Pokemon,Absol,48.99
Promo,Nintendo Promos,Pokemon,Metang,48.99
Holo Rare,Fossil,Pokemon,Moltres,48.96
Ultra Rare,SM - Unbroken Bonds,Pokemon,Gardevoir,48.92
Ultra Rare,Dragon,Pokemon,Muk,48.84
Promo,Miscellaneous Cards & Products,Pokemon,Snorlax,48.64
Holo Rare,Gym Heroes,Pokemon,Dragonair,48.47
Holo Rare,Call of Legends,Pokemon,Umbreon,48.39
Holo Rare,Delta Species,Pokemon,Jolteon,48.28
Ultra Rare,Unleashed,Pokemon,Raikou,48.26
Holo Rare,Sandstorm,Pokemon,Flareon,48.16
Holo Rare,Fossil,Pokemon,Gengar,48.11
Ultra Rare,Dragons Exalted,Pokemon,Giratina,48.05
Ultra Rare,Deoxys,Pokemon,Deoxys,48.01
Ultra Rare,Dragon,Pokemon,Kingdra,47.97
Ultra Rare,Plasma Blast,Pokemon,Jirachi,47.77
Ultra Rare,Unleashed,Pokemon,Entei,47.52
Holo Rare,Expedition,Pokemon,Pidgeot,47.5
Promo,Nintendo Promos,Pokemon,Snorlax,47.5
Secret Rare,Boundaries Crossed,Pokemon,Terrakion,47.5
Ultra Rare,SM - Unified Minds,Pokemon,Mewtwo,47.38
Holo Rare,Neo Destiny,Pokemon,Donphan,47.38
Rare,Team Rocket,Pokemon,Charizard,47.34
Shiny Holo Rare,Platinum,Pokemon,Lotad,47.33
Secret Rare,SWSH01: Sword & Shield Base Set,Pokemon,Zamazenta,47.15
Ultra Rare,Arceus,Pokemon,Gengar,47.0
Secret Rare,SM Base Set,Pokemon,Umbreon,46.99
Ultra Rare,Generations: Radiant Collection,Pokemon,Pikachu,46.96
Secret Rare,SWSH05: Battle Styles,Pokemon,Houndoom,46.84
Secret Rare,Dark Explorers,Pokemon,Archeops,46.68
Ultra Rare,Emerald,Pokemon,Camerupt,46.66
Ultra Rare,Power Keepers,Pokemon,Skarmory,46.65
Secret Rare,SM - Team Up,Pokemon,Latias,46.58
Promo,SM Promos,Pokemon,Dragonite,46.54
Holo Rare,Expedition,Pokemon,Fearow,46.41
Secret Rare,SM - Cosmic Eclipse,Pokemon,Dialga,46.33
Ultra Rare,HeartGold SoulSilver,Pokemon,Ho-Oh,46.23
Ultra Rare,Ruby and Sapphire,Pokemon,Magmar,46.17
Holo Rare,Team Magma vs Team Aqua,Pokemon,Houndoom,46.16
Holo Rare,Ruby and Sapphire,Pokemon,Blaziken,46.15
Ultra Rare,Legend Maker,Pokemon,Mew,46.12
Ultra Rare,Diamond and Pearl,Pokemon,Empoleon,46.09
Ultra Rare,Next Destinies,Pokemon,Mewtwo,46.0
Secret Rare,SM - Cosmic Eclipse,Pokemon,Solgaleo,45.98
Ultra Rare,Triumphant,Pokemon,Cresselia,45.83
Ultra Rare,Emerald,Pokemon,Dusclops,45.74
Holo Rare,Neo Genesis,Pokemon,Meganium,45.67
Holo Rare,Holon Phantoms,Pokemon,Rayquaza,45.57
Holo Rare,Gym Heroes,Pokemon,Moltres,45.54
Promo,XY Promos,Pokemon,Blastoise,45.38
Secret Rare,Dragon Majesty,Pokemon,Salamence,45.33
Promo,Burger King Promos,Pokemon,Pikachu,45.33
Ultra Rare,Legends Awakened,Pokemon,Mesprit,45.32
Secret Rare,SWSH01: Sword & Shield Base Set,Pokemon,Snorlax,45.32
Secret Rare,XY - BREAKthrough,Pokemon,Mewtwo,45.24
Ultra Rare,Power Keepers,Pokemon,Shiftry,45.19
Ultra Rare,Power Keepers,Pokemon,Metagross,45.15
Common,Skyridge,Pokemon,Kadabra,45.09
Rare,POP Series 3,Pokemon,Blastoise,45.0
Holo Rare,Diamond and Pearl Promos,Pokemon,Toxicroak,45.0
Promo,Miscellaneous Cards & Products,Pokemon,Grookey,45.0
Ultra Rare,Power Keepers,Pokemon,Absol,44.99
Promo,Nintendo Promos,Pokemon,Leafeon,44.99
Holo Rare,Fossil,Pokemon,Lapras,44.92
Ultra Rare,Ruby and Sapphire,Pokemon,Lapras,44.79
Ultra Rare,Stormfront,Pokemon,Machamp,44.75
Holo Rare,Gym Challenge,Pokemon,Ninetales,44.75
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Donphan,44.71
Secret Rare,SM - Ultra Prism,Pokemon,Leafeon,44.68
Holo Rare,Boundaries Crossed,Pokemon,Charizard,44.61
Secret Rare,Rising Rivals,Pokemon,Pikachu,44.34
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Pikachu,44.28
Secret Rare,XY - BREAKthrough,Pokemon,Mewtwo,43.87
Promo,SM Promos,Pokemon,Charizard,43.65
Promo,SM Promos,Pokemon,Giratina,43.56
Holo Rare,Expedition,Pokemon,Machamp,43.28
Ultra Rare,Legends Awakened,Pokemon,Uxie,43.25
Shiny Holo Rare,Stormfront,Pokemon,Drifloon,43.25
Holo Rare,Delta Species,Pokemon,Flareon,43.19
Holo Rare,Ruby and Sapphire,Pokemon,Swampert,43.16
Secret Rare,XY - Phantom Forces,Pokemon,Gengar,43.1
Holo Rare,Emerald,Pokemon,Kyogre,43.05
Ultra Rare,SM - Unbroken Bonds,Pokemon,Charizard,42.82
Ultra Rare,Boundaries Crossed,Pokemon,Celebi,42.78
Ultra Rare,FireRed & LeafGreen,Pokemon,Clefable,42.73
Holo Rare,Unseen Forces,Pokemon,Flareon,42.66
Holo Rare,Diamond and Pearl Promos,Pokemon,Garchomp,42.51
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Rillaboom,42.45
Ultra Rare,Team Magma vs Team Aqua,Pokemon,Cradily,42.45
Holo Rare,Fossil,Pokemon,Articuno,42.45
Ultra Rare,Plasma Storm,Pokemon,Not found,42.07
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Lugia,42.02
Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Scizor,41.98
Holo Rare,Gym Challenge,Pokemon,Nidoking,41.92
Ultra Rare,SM - Cosmic Eclipse,Pokemon,Reshiram,41.87
Promo,Best of Promos,Pokemon,Ivysaur,41.86
Holo Rare,Base Set,Pokemon,Alakazam,41.84
Secret Rare,Plasma Freeze,Pokemon,Sigilyph,41.74
Rare,Aquapolis,Pokemon,Espeon,41.51
Holo Rare,Nintendo Promos,Pokemon,Moltres,41.5
Ultra Rare,HeartGold SoulSilver,Pokemon,Not found,41.4
Promo,WoTC Promo,Pokemon,Pikachu,41.39
Ultra Rare,Ruby and Sapphire,Pokemon,Sneasel,41.37
Holo Rare,Gym Challenge,Pokemon,Machamp,41.34
Holo Rare,Jungle,Pokemon,Scyther,41.32
Ultra Rare,SM - Cosmic Eclipse,Pokemon,Solgaleo,41.26
Promo,League & Championship Cards,Pokemon,Mew,41.03
Shiny Holo Rare,Supreme Victors,Pokemon,Yanma,40.98
Promo,SM Promos,Pokemon,Xurkitree,40.87
Ultra Rare,SM - Team Up,Pokemon,Gengar,40.77
Secret Rare,SM - Forbidden Light,Pokemon,Dialga,40.76
Common,Skyridge,Pokemon,Snorlax,40.73
Ultra Rare,SM - Team Up,Pokemon,Pikachu,40.66
Ultra Rare,SM - Cosmic Eclipse,Pokemon,Blastoise,40.54
Holo Rare,Neo Discovery,Pokemon,Scizor,40.52
Ultra Rare,Power Keepers,Pokemon,Walrein,40.51
Ultra Rare,Stormfront,Pokemon,Dusknoir,40.5
Secret Rare,SM - Ultra Prism,Pokemon,Glaceon,40.45
Ultra Rare,SM - Unified Minds,Pokemon,Raichu,40.43
Shiny Holo Rare,Stormfront,Pokemon,Duskull,40.33
Secret Rare,Dragon Majesty,Pokemon,Reshiram,40.18
Shiny Holo Rare,Supreme Victors,Pokemon,Relicanth,40.13
Promo,WoTC Promo,Pokemon,Suicune,40.07
Ultra Rare,Crystal Guardians,Pokemon,Swampert,40.07
Promo,League & Championship Cards,Pokemon,Not found,40.0
Rare,Black and White Promos,Pokemon,Arcanine,40.0
Promo,Countdown Calendar Promos,Pokemon,Chimchar,40.0
Promo,SM Promos,Pokemon,Rotom,39.99
Promo,Countdown Calendar Promos,Pokemon,Glaceon,39.99
Ultra Rare,Gym Challenge,Pokemon,Chansey,39.99
Promo,Diamond and Pearl Promos,Pokemon,Gabite,39.99
Holo Rare,Black and White Promos,Pokemon,Volcarona,39.99
Ultra Rare,Rising Rivals,Pokemon,Gallade,39.98
Promo,Nintendo Promos,Pokemon,Shinx,39.95
Promo,Pikachu World Collection Promos,Pokemon,Pikachu,39.92
Holo Rare,Legendary Collection,Pokemon,Muk,39.88
Ultra Rare,Crystal Guardians,Pokemon,Blaziken,39.74
Rare,Aquapolis,Pokemon,Umbreon,39.59
Secret Rare,SM - Celestial Storm,Pokemon,Blaziken,39.55
Ultra Rare,Plasma Blast,Pokemon,Dialga,39.5
Secret Rare,Dark Explorers,Pokemon,Not found,39.49
Promo,XY Promos,Pokemon,Gyarados,39.47
Promo,WoTC Promo,Pokemon,Mew,39.31
Holo Rare,Neo Revelation,Pokemon,Ampharos,39.28
Promo,Best of Promos,Pokemon,Venusaur,39.27
Holo Rare,Expedition,Pokemon,Dugtrio,39.24
Ultra Rare,Sandstorm,Pokemon,Aerodactyl,39.21
Holo Rare,Deck Exclusives,Pokemon,Dragonite,39.16
Rare,Skyridge,Pokemon,Raikou,39.15
Secret Rare,Plasma Blast,Pokemon,Virizion,39.12
Rare,Skyridge,Pokemon,Alakazam,39.06
Ultra Rare,SM - Cosmic Eclipse,Pokemon,Charizard,39.01
Promo,Rumble,Pokemon,Venusaur,39.0
Holo Rare,Unseen Forces,Pokemon,Jolteon,38.97
Ultra Rare,Unleashed,Pokemon,Kingdra,38.93
Ultra Rare,Rising Rivals,Pokemon,Flygon,38.8
Secret Rare,SWSH05: Battle Styles,Pokemon,Urshifu,38.7
Holo Rare,Holon Phantoms,Pokemon,Gyarados,38.59
Ultra Rare,Ruby and Sapphire,Pokemon,Electabuzz,38.51
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Suicune,38.51
Secret Rare,SM - Unified Minds,Pokemon,Raichu,38.37
Holo Rare,Base Set,Pokemon,Raichu,38.36
Holo Rare,Ruby and Sapphire,Pokemon,Sceptile,38.35
Secret Rare,Shining Legends,Pokemon,Entei,38.31
Holo Rare,Neo Discovery,Pokemon,Houndoom,38.27
Ultra Rare,Platinum,Pokemon,Giratina,38.0
Holo Rare,Base Set (Shadowless),Pokemon,Ninetales,38.0
Ultra Rare,XY - Roaring Skies,Pokemon,Rayquaza,37.97
Promo,Miscellaneous Cards & Products,Pokemon,Pikachu,37.92
Holo Rare,Black and White Promos,Pokemon,Umbreon,37.91
Holo Rare,Delta Species,Pokemon,Vaporeon,37.83
Ultra Rare,Ruby and Sapphire,Pokemon,Chansey,37.77
Promo,Best of Promos,Pokemon,Electabuzz,37.73
Holo Rare,Gym Heroes,Pokemon,Not found,37.71
Uncommon,POP Series 5,Pokemon,Charmeleon,37.67
Holo Rare,Legendary Collection,Pokemon,Gyarados,37.63
Holo Rare,Dragon Vault,Pokemon,Kyurem,37.54
Rare,POP Series 4,Pokemon,Chimecho,37.5
Holo Rare,Sandstorm,Pokemon,Zangoose,37.49
Secret Rare,SM - Forbidden Light,Pokemon,Palkia,37.42
Secret Rare,SM - Unbroken Bonds,Pokemon,Gardevoir,37.26
Promo,SM Promos,Pokemon,Volcanion,37.23
Holo Rare,Gym Challenge,Pokemon,Alakazam,37.17
Promo,SM Promos,Pokemon,Zapdos,37.15
Ultra Rare,Holon Phantoms,Pokemon,Crawdaunt,37.1
Promo,League & Championship Cards,Pokemon,Rayquaza,37.0
Promo,League & Championship Cards,Pokemon,Not found,36.99
Promo,WoTC Promo,Pokemon,Mewtwo,36.92
Holo Rare,Gym Challenge,Pokemon,Raichu,36.85
Rare,Skyridge,Pokemon,Houndoom,36.75
Ultra Rare,Dragon,Pokemon,Golem,36.73
Ultra Rare,Triumphant,Pokemon,Dialga,36.73
Holo Rare,Expedition,Pokemon,Kingler,36.73
Promo,Miscellaneous Cards & Products,Pokemon,Pikachu,36.72
Promo,League & Championship Cards,Pokemon,Gible,36.72
Promo,XY Promos,Pokemon,Mew,36.69
Holo Rare,Sandstorm,Pokemon,Jolteon,36.68
Ultra Rare,POP Series 1,Pokemon,Tyranitar,36.56
Promo,Nintendo Promos,Pokemon,Shellos,36.5
Promo,Nintendo Promos,Pokemon,Grovyle,36.49
Ultra Rare,Legends Awakened,Pokemon,Magnezone,36.49
Secret Rare,SM - Celestial Storm,Pokemon,Articuno,36.42
Holo Rare,Sandstorm,Pokemon,Mawile,36.4
Ultra Rare,Unleashed,Pokemon,Entei,36.39
Ultra Rare,Triumphant,Pokemon,Cresselia,36.38
Rare,Skyridge,Pokemon,Arcanine,36.36
Holo Rare,Deoxys,Pokemon,Gyarados,36.32
Holo Rare,Neo Revelation,Pokemon,Misdreavus,36.31
Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Darkrai,36.29
Promo,WoTC Promo,Pokemon,Articuno,36.28
Holo Rare,Neo Discovery,Pokemon,Houndour,36.13
Ultra Rare,Mysterious Treasures,Pokemon,Magmortar,36.09
