Card Name,Rarity,Set Name,Card Type,Pokemon Name,Market Price
Pokemon Catcher (Noivern),Common,XY Trainer Kit: Sylveon & Noivern,Item,N/A,0.25
Max Revive,Uncommon,Generations,Item,N/A,0.25
Root Fossil,Common,Legend Maker,Item,N/A,0.25
Enhanced Hammer,Uncommon,XY - Phantom Forces,Item,N/A,0.25
"Great Ball (#25, Alolan Sandslash Half-Deck)",Uncommon,SM Trainer Kit: Alolan Sandslash & Alolan Ninetales,Item,N/A,0.25
Energy Retrieval,Uncommon,Legendary Collection,Item,N/A,0.25
Pokegear 3.0,Uncommon,SM - Unbroken Bonds,Item,N/A,0.25
Switch (Sylveon),Common,XY Trainer Kit: Sylveon & Noivern,Item,N/A,0.25
Escape Rope,Uncommon,SWSH05: Battle Styles,Item,N/A,0.25
Choice Helmet,Uncommon,SM - Lost Thunder,Item,N/A,0.24
Glimwood Tangle,Uncommon,SWSH03: Darkness Ablaze,Item,N/A,0.24
Max Potion,Uncommon,SM - Guardians Rising,Item,N/A,0.24
Potion (Latios),Common,XY Trainer Kit: Latias & Latios,Item,N/A,0.24
Potion,Common,Delta Species,Item,N/A,0.24
Reset Stamp - 206a/236,Promo,Alternate Art Promos,Item,N/A,0.24
Adventure Bag,Uncommon,SM - Lost Thunder,Item,N/A,0.24
Potion (#27 - Noivern),Common,XY Trainer Kit: Sylveon & Noivern,Item,N/A,0.24
Dangerous Drill,Uncommon,SM - Team Up,Item,N/A,0.24
"Great Ball (#25, Alolan Ninetales Half-Deck)",Uncommon,SM Trainer Kit: Alolan Sandslash & Alolan Ninetales,Item,N/A,0.23
Mixed Herbs,Uncommon,SM - Lost Thunder,Item,N/A,0.23
Potion,Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Item,N/A,0.23
Energy Retrieval,Uncommon,XY - Primal Clash,Item,N/A,0.23
Protection Cube,Uncommon,XY - Flashfire,Item,N/A,0.23
Stealthy Hood,Uncommon,SM - Unbroken Bonds,Item,N/A,0.23
Field Blower,Uncommon,SM - Guardians Rising,Item,N/A,0.23
Potion,Common,Ruby and Sapphire,Item,N/A,0.23
Wishful Baton,Uncommon,SM - Burning Shadows,Item,N/A,0.23
Fossil Excavation Map,Uncommon,SM - Forbidden Light,Item,N/A,0.23
Super Scoop Up,Uncommon,SM - Celestial Storm,Item,N/A,0.23
Electromagnetic Radar,Uncommon,SM - Unbroken Bonds,Item,N/A,0.23
Potion (#24 - Sylveon),Common,XY Trainer Kit: Sylveon & Noivern,Item,N/A,0.23
Energy Recycler,Uncommon,SWSH05: Battle Styles,Item,N/A,0.23
Energy Switch,Uncommon,Generations,Item,N/A,0.23
Mysterious Fossil,Common,Legend Maker,Item,N/A,0.23
Energy Search (Latios),Common,EX Trainer Kit 1: Latias & Latios,Item,N/A,0.22
Great Potion,Uncommon,SM - Unified Minds,Item,N/A,0.22
Pokemon Catcher - 126/149 (#54 Charizard Stamped),Uncommon,Battle Academy,Item,N/A,0.22
Max Potion,Uncommon,XY - BREAKpoint,Item,N/A,0.22
Switch,Uncommon,XY - Evolutions,Item,N/A,0.22
Switch,Uncommon,SM - Celestial Storm,Item,N/A,0.22
Fiery Torch,Uncommon,XY - Flashfire,Item,N/A,0.22
Stadium Nav,Uncommon,SM - Unified Minds,Item,N/A,0.22
Pal Pad,Uncommon,SWSH01: Sword & Shield Base Set,Item,N/A,0.22
Fairy Drop,Uncommon,XY - Fates Collide,Item,N/A,0.22
Energy Switch,Uncommon,SWSH01: Sword & Shield Base Set,Item,N/A,0.22
Olympia,Uncommon,Generations,Item,N/A,0.21
Gengar Spirit Link,Uncommon,XY - Phantom Forces,Item,N/A,0.21
Judge Whistle,Uncommon,SM - Team Up,Item,N/A,0.21
Urn of Vitality,Uncommon,SWSH05: Battle Styles,Item,N/A,0.21
Energy Removal 2,Uncommon,Unseen Forces,Item,N/A,0.21
Energy Loto,Uncommon,SM - Guardians Rising,Item,N/A,0.21
Switch,Uncommon,SM Base Set,Item,N/A,0.21
Switch,Uncommon,SWSH01: Sword & Shield Base Set,Item,N/A,0.21
Last Chance Potion,Uncommon,SM - Celestial Storm,Item,N/A,0.21
Switch - 132/149 (#52 Pikachu Stamped),Uncommon,Battle Academy,Item,N/A,0.21
Great Ball - 119/149 (#29 Pikachu Stamped),Uncommon,Battle Academy,Item,N/A,0.20
Timer Ball,Uncommon,SM Base Set,Item,N/A,0.20
Energy Search,Uncommon,SWSH01: Sword & Shield Base Set,Item,N/A,0.20
Unidentified Fossil,Uncommon,SM - Unified Minds,Item,N/A,0.20
Energy Search (Latias),Common,EX Trainer Kit 1: Latias & Latios,Item,N/A,0.20
Potion (Latias),Common,EX Trainer Kit 1: Latias & Latios,Item,N/A,0.20
Ordinary Rod,Uncommon,SWSH01: Sword & Shield Base Set,Item,N/A,0.20
Potion (Latias),Common,XY Trainer Kit: Latias & Latios,Item,N/A,0.20
Lillie's Full Force,Uncommon,SM - Cosmic Eclipse,Item,N/A,0.20
Devolution Spray,Uncommon,XY - Fates Collide,Item,N/A,0.20
Potion (Manaphy),Common,DP Trainer Kit: Manaphy & Lucario,Item,N/A,0.20
Trick Coin,Uncommon,XY - Phantom Forces,Item,N/A,0.20
Potion (Lucario),Common,DP Trainer Kit: Manaphy & Lucario,Item,N/A,0.20
Island Challenge Amulet,Uncommon,SM - Cosmic Eclipse,Item,N/A,0.20
Fresh Water Set,Uncommon,XY - Primal Clash,Item,N/A,0.20
Potion - 127/149 (Mewtwo Stamped),Uncommon,Battle Academy,Item,N/A,0.20
Repel,Uncommon,SM Base Set,Item,N/A,0.19
Energy Retrieval,Uncommon,SM Base Set,Item,N/A,0.19
Pokegear 3.0 - 182b/214,Promo,Alternate Art Promos,Item,N/A,0.19
Energy Reset,Uncommon,XY - Fates Collide,Item,N/A,0.19
Exp. Share,Uncommon,XY - Primal Clash,Item,N/A,0.19
Great Ball,Uncommon,XY - BREAKpoint,Item,N/A,0.19
Ultra Ball,Uncommon,XY - Fates Collide,Item,N/A,0.19
Energy Spinner,Uncommon,SM - Unbroken Bonds,Item,N/A,0.19
Roller Skates,Uncommon,XY - Phantom Forces,Item,N/A,0.19
Full Heal,Uncommon,XY - Furious Fists,Item,N/A,0.19
Energy Recycler,Uncommon,SM - Guardians Rising,Item,N/A,0.19
Electrocharger,Uncommon,SM - Team Up,Item,N/A,0.19
Metal Saucer,Uncommon,SWSH01: Sword & Shield Base Set,Item,N/A,0.19
Fire Crystal,Uncommon,SM - Unbroken Bonds,Item,N/A,0.19
Energy Retrieval,Uncommon,Shining Legends,Item,N/A,0.19
Great Ball (#21) (Lycanroc Half-Deck),Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Item,N/A,0.18
Great Ball (#25) (Alolan Raichu Half-Deck),Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Item,N/A,0.18
Super Rod,Uncommon,XY - BREAKthrough,Item,N/A,0.18
Big Malasada,Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Item,N/A,0.18
Potion (Latios),Common,EX Trainer Kit 1: Latias & Latios,Item,N/A,0.18
Energy Recycler,Uncommon,XY - Ancient Origins,Item,N/A,0.18
Tool Retriever,Uncommon,XY - Furious Fists,Item,N/A,0.18
Moomoo Milk,Uncommon,SM - Lost Thunder,Item,N/A,0.18
Sail Fossil,Uncommon,XY - Furious Fists,Item,N/A,0.17
Lucky Egg,Uncommon,SWSH01: Sword & Shield Base Set,Item,N/A,0.17
Energy Search,Common,Unseen Forces,Item,N/A,0.17
Potion,Common,FireRed & LeafGreen,Item,N/A,0.17
Poke Ball,Uncommon,Generations,Item,N/A,0.17
Energy Switch,Uncommon,SM Base Set,Item,N/A,0.17
Yell Horn,Uncommon,SWSH03: Darkness Ablaze,Item,N/A,0.17
Manectric Spirit Link,Uncommon,XY - Phantom Forces,Item,N/A,0.17
Hand Scope,Uncommon,XY - Phantom Forces,Item,N/A,0.17
Dusk Stone,Uncommon,SM - Unbroken Bonds,Item,N/A,0.17
Tool Scrapper,Uncommon,SWSH02: Rebel Clash,Item,N/A,0.16
Missing Clover,Uncommon,SM - Ultra Prism,Item,N/A,0.16
Escape Rope,Uncommon,XY - Primal Clash,Item,N/A,0.16
Great Ball,Uncommon,SM Base Set,Item,N/A,0.16
Rare Fossil,Uncommon,SWSH03: Darkness Ablaze,Item,N/A,0.16
Damage Mover,Uncommon,Shining Legends,Item,N/A,0.16
Escape Rope,Uncommon,SM - Burning Shadows,Item,N/A,0.16
Maintenance,Uncommon,Generations,Item,N/A,0.16
Potion (21 - Pikachu Libre Deck),Common,XY Trainer Kit: Pikachu Libre & Suicune,Item,N/A,0.16
Mega Turbo,Uncommon,XY - Roaring Skies,Item,N/A,0.16
Great Ball (#25) (Lycanroc Half-Deck),Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Item,N/A,0.15
Rocky Helmet,Uncommon,SWSH04: Vivid Voltage,Item,N/A,0.15
Potion,Common,Unseen Forces,Item,N/A,0.15
Unidentified Fossil,Uncommon,SM - Cosmic Eclipse,Item,N/A,0.15
Lana's Fishing Rod,Uncommon,SM - Cosmic Eclipse,Item,N/A,0.15
Surprise Box,Uncommon,SM - Unbroken Bonds,Item,N/A,0.15
Great Ball - 119/149 (#49 Pikachu Stamped),Uncommon,Battle Academy,Item,N/A,0.15
Rainbow Brush,Uncommon,SM - Celestial Storm,Item,N/A,0.15
Great Ball (#21) (Alolan Raichu Half-Deck),Common,SM Trainer Kit: Lycanroc & Alolan Raichu,Item,N/A,0.15
Potion (15 - Suicune Deck),Common,XY Trainer Kit: Pikachu Libre & Suicune,Item,N/A,0.15
Unidentified Fossil,Uncommon,SM - Team Up,Item,N/A,0.15
Jaw Fossil,Uncommon,XY - Furious Fists,Item,N/A,0.15
Unidentified Fossil,Uncommon,SM - Forbidden Light,Item,N/A,0.15
Wait and See Hammer,Uncommon,SM - Lost Thunder,Item,N/A,0.15
Enhanced Hammer,Uncommon,SM - Guardians Rising,Item,N/A,0.15
Maintenance,Uncommon,XY - Furious Fists,Item,N/A,0.15
Unidentified Fossil,Uncommon,SM - Ultra Prism,Item,N/A,0.15
Metal Core Barrier,Uncommon,SM - Unbroken Bonds,Item,N/A,0.15
Hyper Potion,Uncommon,SWSH01: Sword & Shield Base Set,Item,N/A,0.15
Potion - 127/149 (#37 Charizard Stamped),Uncommon,Battle Academy,Item,N/A,0.14
Old Amber Aerodactyl,Uncommon,XY - Fates Collide,Item,N/A,0.14
Life Herb,Uncommon,SM - Celestial Storm,Item,N/A,0.14
Eneporter,Uncommon,SM - Forbidden Light,Item,N/A,0.14
Potion (Minun),Common,EX Trainer Kit 2: Plusle & Minun,Item,N/A,0.14
Beast Bringer,Uncommon,SM - Unbroken Bonds,Item,N/A,0.14
Familiar Bell,Uncommon,SWSH03: Darkness Ablaze,Item,N/A,0.14
Potion (Plusle),Common,EX Trainer Kit 2: Plusle & Minun,Item,N/A,0.14
Beast Ball,Uncommon,SM - Celestial Storm,Item,N/A,0.14
Peeking Red Card,Uncommon,SM - Crimson Invasion,Item,N/A,0.14
Rotom Dex,Uncommon,SM Base Set,Item,N/A,0.14
Switch - 132/149 (#36 Pikachu Stamped),Uncommon,Battle Academy,Item,N/A,0.14
Pokemon Catcher,Uncommon,Shining Legends,Item,N/A,0.14
Switch,Uncommon,XY - Roaring Skies,Item,N/A,0.14
Potion,Uncommon,SWSH01: Sword & Shield Base Set,Item,N/A,0.14
Potion - 127/149 (#20 Pikachu Stamped),Uncommon,Battle Academy,Item,N/A,0.14
Fairy Charm Ability,Uncommon,SM - Unbroken Bonds,Item,N/A,0.14
Eco Arm,Uncommon,XY - Ancient Origins,Item,N/A,0.13
Poke Ball,Common,Kalos Starter Set,Item,N/A,0.13
Fossil Excavation Kit,Uncommon,XY - Fates Collide,Item,N/A,0.13
Chip-Chip Ice Axe,Uncommon,SM - Unbroken Bonds,Item,N/A,0.13
Revive,Uncommon,XY - Roaring Skies,Item,N/A,0.13
Old PC,Uncommon,SWSH03: Darkness Ablaze,Item,N/A,0.13
Paint Roller,Uncommon,XY - Ancient Origins,Item,N/A,0.13
Dome Fossil Kabuto,Uncommon,XY - Fates Collide,Item,N/A,0.13
Greedy Dice,Uncommon,XY - Steam Siege,Item,N/A,0.13
Pokemon Catcher,Uncommon,SM Base Set,Item,N/A,0.13
Potion,Uncommon,EX Battle Stadium,Item,N/A,0.13
Great Ball - 119/149 (Mewtwo Stamped),Uncommon,Battle Academy,Item,N/A,0.13
Beastite,Uncommon,SM - Cosmic Eclipse,Item,N/A,0.12
Energy Search (Lucario),Common,DP Trainer Kit: Manaphy & Lucario,Item,N/A,0.12
Looker Whistle,Uncommon,SM - Ultra Prism,Item,N/A,0.12
Fairy Charm L,Uncommon,SM - Unbroken Bonds,Item,N/A,0.12
Potion,Uncommon,SM Base Set,Item,N/A,0.12
Super Scoop Up,Uncommon,Shining Legends,Item,N/A,0.12
Buddy-Buddy Rescue,Uncommon,XY - BREAKthrough,Item,N/A,0.12
Mega Catcher,Uncommon,XY - Fates Collide,Item,N/A,0.12
Poke Ball,Uncommon,SWSH02: Rebel Clash,Item,N/A,0.12
Bodybuilding Dumbbells,Uncommon,SM - Burning Shadows,Item,N/A,0.12
Pokemon Catcher,Uncommon,XY - BREAKpoint,Item,N/A,0.11
Claw Fossil Anorith,Uncommon,XY - Steam Siege,Item,N/A,0.11
Lost Blender,Uncommon,SM - Lost Thunder,Item,N/A,0.11
Switch - 132/149 (#40 Charizard Stamped),Uncommon,Battle Academy,Item,N/A,0.11
Switch - 132/149 (#58 Charizard Stamped),Uncommon,Battle Academy,Item,N/A,0.11
Pokemon Catcher - 126/149 (Mewtwo Stamped),Uncommon,Battle Academy,Item,N/A,0.11
Helix Fossil Omanyte,Uncommon,XY - Fates Collide,Item,N/A,0.11
Rayquaza Spirit Link,Uncommon,XY - Roaring Skies,Item,N/A,0.11
Moomoo Cheese,Uncommon,SWSH04: Vivid Voltage,Item,N/A,0.11
Big Malasada,Uncommon,SM Base Set,Item,N/A,0.11
Potion,Uncommon,XY - BREAKpoint,Item,N/A,0.11
Reserved Ticket,Uncommon,XY - BREAKthrough,Item,N/A,0.10
Camping Gear,Uncommon,SWSH05: Battle Styles,Item,N/A,0.10
Rotom Phone,Uncommon,Champion's Path,Item,N/A,0.10
Return Label,Uncommon,SM - Team Up,Item,N/A,0.10
Armor Fossil Shieldon,Uncommon,XY - Steam Siege,Item,N/A,0.10
Revive,Uncommon,XY - Evolutions,Item,N/A,0.10
Full Heal,Uncommon,SWSH02: Rebel Clash,Item,N/A,0.10
Vitality Band,Uncommon,SWSH01: Sword & Shield Base Set,Item,N/A,0.10
Weakness Policy,Uncommon,SM - Burning Shadows,Item,N/A,0.10
Dragonium Z: Dragon Claw,Uncommon,SM - Cosmic Eclipse,Item,N/A,0.10
Rusted Sword,Uncommon,Shining Fates,Item,N/A,0.10
Devolution Spray Z,Uncommon,SM - Unbroken Bonds,Item,N/A,0.09
Nugget,Uncommon,SWSH02: Rebel Clash,Item,N/A,0.09
Super Scoop Up,Uncommon,SM - Burning Shadows,Item,N/A,0.09
Rotom Bike,Uncommon,SWSH01: Sword & Shield Base Set,Item,N/A,0.09
Great Ball - 119/149 (#57 Pikachu Stamped),Uncommon,Battle Academy,Item,N/A,0.09
Great Ball - 119/149 (#33 Charizard Stamped),Uncommon,Battle Academy,Item,N/A,0.09
Devolution Spray,Uncommon,XY - Evolutions,Item,N/A,0.09
Hyper Potion,Uncommon,Champion's Path,Item,N/A,0.09
Pokedex,Uncommon,XY - Evolutions,Item,N/A,0.09
Multi Switch,Uncommon,SM - Guardians Rising,Item,N/A,0.09
Captivating Poke Puff,Uncommon,XY - Steam Siege,Item,N/A,0.09
Poke Ball,Common,Champion's Path,Item,N/A,0.09
Drone Rotom,Uncommon,SWSH04: Vivid Voltage,Item,N/A,0.09
Great Ball - 119/149 (#55 Charizard Stamped),Uncommon,Battle Academy,Item,N/A,0.08
Energy Search,Uncommon,EX Battle Stadium,Item,N/A,0.08
Potion,Uncommon,XY - Evolutions,Item,N/A,0.08
Potion,Common,Champion's Path,Item,N/A,0.08
Tormenting Spray,Uncommon,SM - Burning Shadows,Item,N/A,0.08
Super Potion,Uncommon,XY - Evolutions,Item,N/A,0.08
Suspicious Food Tin,Uncommon,Champion's Path,Item,N/A,0.08
Potion - 127/149 (#40 Pikachu Stamped),Uncommon,Battle Academy,Item,N/A,0.08
Poke Ball,Uncommon,SM Base Set,Item,N/A,0.08
Great Ball - 119/149 (#48 Charizard Stamped),Uncommon,Battle Academy,Item,N/A,0.07
Potion - 127/149 (#14 Charizard Stamped),Uncommon,Battle Academy,Item,N/A,0.07
Maintenance,Uncommon,XY - Evolutions,Item,N/A,0.07
Switch - 132/149 (Mewtwo Stamped),Uncommon,Battle Academy,Item,N/A,0.07
Rotom Dex Poke Finder Mode,Uncommon,SM - Burning Shadows,Item,N/A,0.07
Energy Retrieval,Uncommon,XY - Evolutions,Item,N/A,0.07
Full Heal,Uncommon,XY - Evolutions,Item,N/A,0.06
Full Heal,Common,Champion's Path,Item,N/A,0.06
Rusted Shield,Uncommon,Shining Fates,Item,N/A,0.06
Rotom Bike,Uncommon,Champion's Path,Item,N/A,0.06
Team Yell Towel,Uncommon,Shining Fates,Item,N/A,0.04
Tropical Tidal Wave - 27 (Worlds 2005 Top 32),Promo,Nintendo Promos,Item,N/A,0.00
Tropical Tidal Wave - 27 (Worlds 2005 Quarter-Finalist),Promo,Nintendo Promos,Item,N/A,0.00
Tropical Tidal Wave - 36 (Worlds 2006 Finalist),Promo,Nintendo Promos,Item,N/A,0.00
Tropical Tidal Wave - HGSS18 (Worlds 2010 Participation),Holo Rare,HGSS Promos,Item,N/A,0.00
Tropical Tidal Wave - HGSS18 (Worlds 2010 Top 16),Holo Rare,HGSS Promos,Item,N/A,0.00
Victory Cup (2nd - Autumn 2012),Holo Rare,Black and White Promos,Item,N/A,0.00
Tropical Wind (2008),Promo,Diamond and Pearl Promos,Item,N/A,0.00
Tropical Tidal Wave - 27 (Worlds 2005 Staff),Promo,Nintendo Promos,Item,N/A,0.00
Tropical Tidal Wave - 36 (Worlds 2006 Quarter-Finalist),Promo,Nintendo Promos,Item,N/A,0.00
Tropical Tidal Wave - 36 (Worlds 2006 Staff),Promo,Nintendo Promos,Item,N/A,0.00
Potion (#20 - Wigglytuff),Common,XY Trainer Kit: Bisharp & Wigglytuff,Item,N/A,0.00
Victory Cup (2nd - Spring 2013),Holo Rare,Black and White Promos,Item,N/A,0.00
Energy Search (Zoroark),Common,BW Trainer Kit: Excadrill & Zoroark,Item,N/A,0.00
Tropical Tidal Wave - 27 (Worlds 2005 Top 16),Promo,Nintendo Promos,Item,N/A,0.00
Tropical Tidal Wave - 36 (Worlds 2006 Participation),Promo,Nintendo Promos,Item,N/A,0.00
Tropical Wind (2007 Staff),Promo,Diamond and Pearl Promos,Item,N/A,0.00
Tropical Wind (2008 Staff),Promo,Diamond and Pearl Promos,Item,N/A,0.00
Big Malasada,Uncommon,SM Trainer Kit: Alolan Sandslash & Alolan Ninetales,Item,N/A,0.00
Potion (#25 - Bisharp),Common,XY Trainer Kit: Bisharp & Wigglytuff,Item,N/A,0.00
Warp Point,Uncommon,EX Battle Stadium,Item,N/A,0.00
PlusPower (Zoroark),Common,BW Trainer Kit: Excadrill & Zoroark,Item,N/A,0.00
Energy Removal 2,Uncommon,EX Battle Stadium,Item,N/A,0.00
Tropical Tidal Wave - HGSS18 (Worlds 2010 Finalist),Holo Rare,HGSS Promos,Item,N/A,0.00
Tropical Tidal Wave - HGSS18 (Worlds 2010 Top 32),Holo Rare,HGSS Promos,Item,N/A,0.00
Victory Cup (2nd - Autumn 2011),Holo Rare,Black and White Promos,Item,N/A,0.00
Life Herb,Uncommon,EX Battle Stadium,Item,N/A,0.00
Potion (#23),Common,BW Trainer Kit: Excadrill & Zoroark,Item,N/A,0.00
Energy Search (Excadrill),Common,BW Trainer Kit: Excadrill & Zoroark,Item,N/A,0.00
Pokemon Communication (Excadrill),Common,BW Trainer Kit: Excadrill & Zoroark,Item,N/A,0.00
Potion (#15),Common,BW Trainer Kit: Excadrill & Zoroark,Item,N/A,0.00
Tropical Tidal Wave - 36 (Worlds 2006 Semi-Finalist),Promo,Nintendo Promos,Item,N/A,0.00
Tropical Tidal Wave - 36 (Worlds 2006 Top 32),Promo,Nintendo Promos,Item,N/A,0.00
PokeNav (EX Ruby & Sapphire Reprint),Uncommon,Deck Exclusives,Item,N/A,0.00
Energy Search,Uncommon,EX Battle Stadium,Item,N/A,0.00
Tropical Wind (2007),Promo,Diamond and Pearl Promos,Item,N/A,0.00
"Great Ball (#21, Alolan Ninetales Half-Deck)",Uncommon,SM Trainer Kit: Alolan Sandslash & Alolan Ninetales,Item,N/A,0.00
PlusPower (Excadrill),Common,BW Trainer Kit: Excadrill & Zoroark,Item,N/A,0.00
Energy Switch (Excadrill),Common,BW Trainer Kit: Excadrill & Zoroark,Item,N/A,0.00
Switch (Noivern),Common,XY Trainer Kit: Sylveon & Noivern,Item,N/A,0.00
Tropical Tidal Wave - 27 (Worlds 2005 Finalist),Promo,Nintendo Promos,Item,N/A,0.00
Tropical Tidal Wave - 36 (Worlds 2006 Top 16),Promo,Nintendo Promos,Item,N/A,0.00
Tropical Tidal Wave - HGSS18 (Worlds 2010 Quarter-Finalist),Holo Rare,HGSS Promos,Item,N/A,0.00
Tropical Tidal Wave - HGSS18 (Worlds 2010 Staff),Holo Rare,HGSS Promos,Item,N/A,0.00
Victory Cup (3rd - Autumn 2011),Holo Rare,Black and White Promos,Item,N/A,0.00
Potion (#15 - Wigglytuff),Common,XY Trainer Kit: Bisharp & Wigglytuff,Item,N/A,0.00
Victory Cup (3rd - Spring 2013),Holo Rare,Black and White Promos,Item,N/A,0.00
Potion (#29 - Bisharp),Common,XY Trainer Kit: Bisharp & Wigglytuff,Item,N/A,0.00
Tropical Tidal Wave - 27 (Worlds 2005 Semi-Finalist),Promo,Nintendo Promos,Item,N/A,0.00
Victory Cup (2nd - Spring 2012),Holo Rare,Black and White Promos,Item,N/A,0.00
Switch (EX Ruby & Sapphire Reprint),Uncommon,Deck Exclusives,Item,N/A,0.00
Tropical Tidal Wave - HGSS18 (Worlds 2010 Semi-Finalist),Holo Rare,HGSS Promos,Item,N/A,0.00
Tropical Tidal Wave - 27 (Worlds 2005 Participation),Promo,Nintendo Promos,Item,N/A,0.00
Potion,Uncommon,SM Trainer Kit: Alolan Sandslash & Alolan Ninetales,Item,N/A,0.00
Tropical Beach (Staff - BW50),Promo,Black and White Promos,Stadium,N/A,400.00
Tropical Beach (Staff),Promo,Black and White Promos,Stadium,N/A,400.00
Champions Festival (2017),Promo,SM Promos,Stadium,N/A,300.00
Champions Festival (2013 Top Thirty-Two),Promo,Black and White Promos,Stadium,N/A,295.95
Champions Festival (2018) [Staff],Promo,SM Promos,Stadium,N/A,225.00
Champions Festival (2018),Promo,SM Promos,Stadium,N/A,185.00
Viridian Forest (Secret),Secret Rare,SM - Unified Minds,Stadium,N/A,21.70
Brooklet Hill,Shiny Holo Rare,Hidden Fates: Shiny Vault,Stadium,N/A,20.73
Parallel City - 145/162 (Championship Promo) [Staff],Promo,League & Championship Cards,Stadium,N/A,20.34
Martial Arts Dojo (Secret),Secret Rare,SM - Cosmic Eclipse,Stadium,N/A,18.37
Shrine of Punishment,Shiny Holo Rare,Hidden Fates: Shiny Vault,Stadium,N/A,17.33
Mt. Coronet,Shiny Holo Rare,Hidden Fates: Shiny Vault,Stadium,N/A,15.87
Aether Paradise Conservation Area,Shiny Holo Rare,Hidden Fates: Shiny Vault,Stadium,N/A,14.18
Power Plant (Secret),Secret Rare,SM - Cosmic Eclipse,Stadium,N/A,13.61
Giant Hearth (Secret),Secret Rare,SM - Cosmic Eclipse,Stadium,N/A,12.76
Mystery Zone,Uncommon,Skyridge,Stadium,N/A,9.91
Chaos Gym,Rare,Gym Challenge,Stadium,N/A,9.61
Desert Ruins,Uncommon,Hidden Legends,Stadium,N/A,9.12
Tropical Beach (BW50),Promo,Black and White Promos,Stadium,N/A,8.00
Broken Ground Gym,Rare,Neo Destiny,Stadium,N/A,7.46
No Removal Gym,Rare,Gym Heroes,Stadium,N/A,7.02
Resistance Gym,Rare,Gym Challenge,Stadium,N/A,5.37
Mirage Stadium,Uncommon,Skyridge,Stadium,N/A,5.36
Battle Frontier,Uncommon,Emerald,Stadium,N/A,5.35
Ancient Ruins,Uncommon,Skyridge,Stadium,N/A,4.16
Radio Tower,Rare,Neo Destiny,Stadium,N/A,4.01
Underground Lake,Uncommon,Skyridge,Stadium,N/A,4.00
Power Plant,Uncommon,Aquapolis,Stadium,N/A,3.92
Apricorn Forest,Rare,Aquapolis,Stadium,N/A,3.82
High Pressure System,Uncommon,EX Battle Stadium,Stadium,N/A,3.45
Ecogym,Rare,Neo Genesis,Stadium,N/A,3.41
Lucky Stadium,Uncommon,Neo Destiny,Stadium,N/A,2.79
Pokemon Park,Uncommon,Aquapolis,Stadium,N/A,2.70
Undersea Ruins,Uncommon,Aquapolis,Stadium,N/A,2.69
Thunder Mountain Prism Star,Prism Rare,SM - Lost Thunder,Stadium,N/A,2.69
Low Pressure System,Uncommon,POP Series 3,Stadium,N/A,2.66
Rocket's Hideout,Uncommon,Team Rocket Returns,Stadium,N/A,2.65
Dimension Valley - 93/199 (League Promo),Promo,League & Championship Cards,Stadium,N/A,2.63
Black Market Prism Star,Prism Rare,SM - Team Up,Stadium,N/A,2.63
Dark City,Uncommon,SM - Unified Minds,Stadium,N/A,2.29
Space Center,Uncommon,Deoxys,Stadium,N/A,2.19
Broken Time-Space - 104/127 (League Promo),Promo,League & Championship Cards,Stadium,N/A,1.97
Energy Stadium,Uncommon,Neo Destiny,Stadium,N/A,1.89
Dimension Valley,Uncommon,XY - Phantom Forces,Stadium,N/A,1.87
Wondrous Labyrinth Prism Star,Prism Rare,SM - Team Up,Stadium,N/A,1.85
Heat Factory Prism Star,Prism Rare,SM - Lost Thunder,Stadium,N/A,1.83
High Pressure System,Uncommon,POP Series 3,Stadium,N/A,1.80
Team Magma's Secret Base,Uncommon,Double Crisis,Stadium,N/A,1.73
Shrine of Punishment,Uncommon,SM - Celestial Storm,Stadium,N/A,1.73
Pokemon Park,Uncommon,POP Series 2,Stadium,N/A,1.71
Cursed Stone,Uncommon,Legend Maker,Stadium,N/A,1.64
Ancient Tomb,Uncommon,Hidden Legends,Stadium,N/A,1.64
Reverse Valley (Championship Promo),Promo,League & Championship Cards,Stadium,N/A,1.60
Rocket's Tricky Gym,Uncommon,Team Rocket Returns,Stadium,N/A,1.57
Rocket's Minefield Gym,Uncommon,Gym Challenge,Stadium,N/A,1.45
